Id,Price
4567,166184.39094786096
5925,123996.97157920808
960,150004.8614009244
3848,116612.4520659109
746,188284.66760472633
868,313309.5941478828
672,121972.93836718626
2471,216401.70234747804
4510,124758.28553171306
8354,244577.1211788132
6393,174410.0896203455
13270,222955.48003668553
5250,284240.772703488
16751,166433.64007049406
11404,141688.4490801997
10588,324174.07868697494
14925,199855.83447832736
6791,191050.06072233684
16097,190554.38887183383
16428,388764.3644983389
6945,331424.701468425
3190,188244.00157361734
15709,439111.0442166548
13155,144339.68958859806
7675,205909.74371590602
14686,227395.8169893472
609,159075.94949907056
11155,153764.64968844177
10869,202212.877818126
15742,198100.8704150486
9245,197283.8315929518
3340,176194.52713546922
2359,289466.9651981568
8070,219258.14904832302
13707,127494.75434900245
16079,272936.71871360537
15937,264507.9138793982
14090,183616.27783000114
9008,198764.75962151424
16384,162777.79572174553
11657,228758.1845258493
13151,136055.8868880126
8990,153186.97552920107
11857,190294.383615405
1565,151982.4565800147
8174,100670.47599339444
9247,249071.35368355934
10478,227508.50251471583
15509,142833.90425364964
8306,290182.878850925
6642,179426.73379180027
7472,215669.67629614106
15989,131652.8500186738
13682,133651.0343100674
163,213035.4090740715
7076,188364.61820264545
7478,290476.9541859883
3029,195893.75518069035
1814,140993.14785248446
10057,132698.56287558452
15100,197202.27184808618
12694,231627.7911431224
6291,183589.26120124274
12603,172566.24824004798
3218,219386.51487964677
13456,127307.89074983445
10170,225305.94118278063
4530,170013.3696908193
13329,162894.68378387
4820,158136.09141799106
10896,168677.88683865877
13416,124875.76796767916
2701,218131.6295464312
11265,338789.0407280924
9189,257363.41406337236
1858,182985.58527040936
14536,242927.14051327456
6199,291993.9349378389
14730,153035.99130880265
7510,269670.88902357663
15505,162267.68179573567
7446,174363.8942922816
14016,189547.36080764985
14113,109237.20543885564
8721,285379.1861172469
6193,275015.7552720841
5717,178466.90493541153
5427,317423.8034344182
9520,481778.084373512
6869,102528.11124061552
1658,155811.4922914114
6639,232836.33418109757
6283,188704.16804441967
6257,130833.97620754999
15235,169616.0148684811
902,267522.14719260315
8932,188621.99588622054
16469,349455.26510591886
2825,286164.2104028315
6450,447161.2193153952
11366,183263.60826983815
3801,359556.0862603851
11385,198183.8453205076
1079,201174.50064367766
3202,232613.1046538238
676,228168.49185636628
6185,280701.9248228078
7730,158212.64830984743
2573,179356.6083062394
10978,203854.68085225072
10962,248294.8356798191
8870,187074.36862586782
8496,167111.27430774912
5517,163694.20870396576
927,174758.4789366902
13675,193134.91811913796
1499,221571.70687177655
15536,341166.5336122161
8602,362819.17565149366
12137,421350.2866936102
9865,283497.7982198579
16353,274078.7680171502
15908,210664.2790147807
3944,179908.08404024353
10359,204784.14948795334
15158,227131.49507259033
3259,247510.85924947535
7220,307916.6850486181
13843,211813.86844475003
16736,181978.2838973838
702,250342.81081866057
16401,234989.55319151527
12134,177988.74085909256
6918,228412.09689743357
11792,128592.44963045527
3798,140626.7281866334
10395,138521.0359184575
11099,141642.37221368816
7090,192390.15066428593
11260,208131.08006887394
9647,207154.7397666703
2903,413832.2565305957
2071,186072.56072278004
8604,189097.79900081907
9346,206662.62787558127
3945,212235.97028182665
3420,135783.68261360956
10842,127820.9482751324
725,152802.65021357837
13931,197805.4649357179
16330,233016.77017933968
9066,457889.42611051566
3326,307065.3017776259
1556,280228.8187162927
6579,97669.69400725569
13877,141914.42780484993
9857,345604.21754647186
7302,285905.09316155425
5684,189828.37259212715
6513,226617.85900347488
11342,113428.91011999296
16561,228212.30553667218
6885,163141.70008135057
9308,183736.24616383744
2559,195418.92264295233
6648,177164.67684572205
15260,158375.4428069791
5113,184652.61236527067
16492,173323.16334623023
12034,283741.79324910283
7248,211326.23055287078
2171,219339.56682537257
10594,173170.22862798313
13241,212812.53210576647
7032,144708.9073374348
4884,167780.25105719815
903,204342.5843352683
162,173292.05560073597
6566,271228.571944947
8249,153329.44076589606
13106,158922.2590262825
256,127940.0701545242
7976,175835.66796088428
8575,202259.4312865657
7591,285794.2488107305
3204,209207.7222109812
15804,172201.3737906982
1525,332188.5726300693
9038,202419.65160669887
13628,195527.34741450805
10016,200255.2649858536
10208,213009.79067917122
2008,192794.9980288359
13029,202630.16942229326
5099,128203.42567202362
9923,306582.240127785
9461,116880.17613144492
11086,182010.81878696714
15057,276838.7714383712
10689,187242.2540405755
2053,223171.48260599296
16630,161011.3655936279
4985,168527.29091817248
13881,258619.24168338787
13225,176672.603592436
5779,67831.95414818585
10262,170430.07531947116
10762,218007.31571557443
9513,208142.16610495618
11128,162698.5340264781
2074,306910.75126876787
933,197838.95247217175
2780,196615.4846529602
6594,119685.7282230163
15394,270734.72877192305
14863,140802.9952737409
6698,198727.91644972144
1611,252884.058331356
174,188830.8627186867
5160,201088.0589857721
3295,323757.41230559413
4559,443253.6019948194
8254,164323.80936571563
10228,99525.12422937396
13924,130601.66810705698
15341,240400.81242411953
4353,169046.99633729202
4334,65345.22509258266
1872,159770.37982302107
7823,193675.31181030266
310,145530.70991893992
3704,235476.53388957545
11615,262737.9664288956
6605,216172.670163915
3381,182511.90187262636
2143,143377.92696334628
3191,263407.7276813833
13980,129187.09449647428
15613,164447.9736516671
10943,242498.94875528486
9654,164023.18124607985
16053,547668.9262302611
14931,223030.08289097043
8299,212295.24518777637
2147,159516.0592879476
11567,329875.4506846789
5905,134848.30272725955
11160,107123.19940614766
8275,146944.78922242118
16398,254493.72495769433
11229,171395.06731482345
10309,163273.51008139076
7340,262690.34161333507
7653,133566.01176346664
272,203565.06353800694
9831,229450.9201076573
5016,144194.02821514182
5968,61576.25007838334
796,237952.4053152863
12123,125663.98658005976
16629,187565.15578205753
2637,162815.78331174783
6194,213328.80254898698
6216,372203.03895151406
14346,164770.490097461
6428,131016.52360265974
2891,216168.39137981823
84,175665.55511905585
9260,217310.00110267967
15250,128591.1782754173
2348,204196.81936343573
10427,270963.8968238517
13230,233913.2036257942
1691,228650.74752275256
8803,123706.86232527245
5464,227086.28687780385
10559,109358.62684673324
16787,287497.0645220122
4278,155393.02154101428
6183,176815.2626903114
12775,138169.61206791553
10104,174181.58828247664
13663,181109.3775957172
9404,271553.04390992795
14724,212261.59347912873
10040,178875.82927942197
4646,193112.0734467644
4754,153263.51667902898
3310,220813.573304114
2003,190977.63154339363
7312,220914.8082562181
10921,219644.40031384924
13419,297124.14022128924
10105,169084.2365962524
2196,403203.7225610801
12659,238846.5806889949
4380,253941.47945229514
10847,149848.97067543058
10805,276936.87654254556
8709,100355.64666704877
8319,187853.34991927817
2215,187481.617045832
7000,188726.35392028553
7701,109587.23152768388
9678,179879.91990975433
14026,204807.3992981984
7971,163319.498402148
13734,151995.07484152363
16483,219164.75640314785
6150,202129.01359855852
2931,279991.49776378425
5418,186620.8251271765
1662,495900.03028743895
2441,214787.37758814447
669,121398.54969316686
7734,182294.32535534186
6010,284760.8262219238
266,145602.27630236093
632,131258.57257760462
16221,90448.57613260807
11832,174107.25249542427
5035,125999.92398597942
37,120893.93922212375
6168,190190.1023669979
11757,179689.63656014582
8086,136521.96415642512
6529,231348.85256845818
15121,213298.41632204986
13904,142331.6683021891
3711,148632.58401503958
16563,136684.18743701928
14494,176394.80974264152
3006,216745.69571571666
15299,141008.29959233574
92,301563.56945037586
8066,180765.57909115113
16071,210853.62756764877
10662,131118.85469344398
3883,218528.7087365725
5511,139129.08707153265
2821,282992.75832818577
9570,187780.822403717
4326,247881.1945981014
9251,233766.47997715182
9031,202223.05594484534
12689,140696.14561811177
16380,252232.43774188112
1053,242576.2436635322
4568,182793.87719018012
16140,111285.92359609483
14356,355995.9587340184
8466,187556.93541721057
15652,150218.24109239716
3285,125922.61781257615
3198,162816.22419437737
14088,391125.94598700164
2268,126199.20013725823
15472,185781.97664799768
1203,209114.84709877273
7157,339414.08410405624
6886,207622.46063105096
5083,252629.18748173976
7467,112753.97203585935
14068,192661.00618270776
2080,180200.88567685793
10865,154422.88390485378
13516,178146.43709694291
14150,202390.95001533956
7609,120354.62369921384
2144,332023.3543582648
10357,192012.51392044534
2396,232108.37808800134
1526,298647.2311388973
10890,231738.98522342648
8638,412270.6635752047
6050,244699.1155875405
7639,105087.43466187717
10544,211253.08569223504
9577,249912.4080379545
13195,216575.22350097419
3484,221772.72786825875
16668,422731.4761842225
7171,190508.817152855
8547,213257.26160009566
12735,202212.99405632957
9093,203096.25341905444
15323,271986.6825178732
14897,136433.08230919548
5135,146920.16844930098
5327,229558.2383905242
13133,237543.61112486693
1676,285754.2769453731
16296,284514.95045925374
1095,156054.64749392128
12528,151546.04418228508
7348,266808.68180355575
11663,167860.3806301081
1803,190999.8099147117
1510,246522.21349552926
16045,176040.57901235207
2900,151221.97820670935
3236,170074.23671294196
1318,155829.52385723882
14948,213567.05966550435
7840,286630.7307057777
15325,177054.34999297006
8700,158029.13069351405
15706,205762.94115015535
14449,136542.62368344446
16117,200603.31390128657
4529,187734.83339041253
